,Month,Origin,DepDelay,ArrDelay,iata,airport,city,state,country,lat,long
247,4,AZO,2822.0,2378.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
248,5,AZO,1311.0,-80.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
249,6,AZO,5019.0,5877.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
250,7,AZO,2312.0,1861.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
251,8,AZO,178.0,-375.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
252,9,AZO,991.0,443.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
253,10,AZO,84.0,-679.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
254,11,AZO,115.0,-168.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
255,12,AZO,2790.0,5066.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
256,1,BDL,20107.0,22827.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
257,2,BDL,29404.0,28138.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
258,3,BDL,20919.0,24026.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
259,4,BDL,15492.0,17039.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
260,5,BDL,11026.0,7381.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
261,6,BDL,32785.0,41409.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
262,7,BDL,26692.0,30075.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
263,8,BDL,21145.0,20853.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
264,9,BDL,4420.0,3580.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
265,10,BDL,5391.0,-158.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
266,11,BDL,5599.0,2248.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
267,12,BDL,26216.0,25105.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
268,1,BET,840.0,657.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
269,2,BET,240.0,-191.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
270,3,BET,945.0,744.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
271,4,BET,675.0,590.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
272,5,BET,292.0,44.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
273,6,BET,349.0,275.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
274,7,BET,507.0,367.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
275,8,BET,660.0,424.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
276,9,BET,-177.0,-228.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
277,10,BET,904.0,516.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
278,11,BET,1466.0,838.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
279,12,BET,1213.0,971.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
280,1,BFL,4201.0,6440.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
281,2,BFL,1121.0,3193.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
282,3,BFL,-198.0,1341.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
283,4,BFL,-1636.0,424.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
284,5,BFL,-211.0,2249.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
285,6,BFL,1780.0,3635.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
286,7,BFL,1568.0,2580.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
287,8,BFL,-198.0,784.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
288,9,BFL,146.0,1024.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
289,10,BFL,332.0,850.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
290,11,BFL,-286.0,697.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
291,12,BFL,801.0,2889.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
292,1,BGM,850.0,1013.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
293,2,BGM,454.0,1071.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
294,3,BGM,576.0,662.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
295,4,BGM,648.0,341.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
296,5,BGM,291.0,-157.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
297,6,BGM,417.0,362.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
298,7,BGM,80.0,-60.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
299,8,BGM,-126.0,-295.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
300,9,BGM,-175.0,-481.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
301,10,BGM,-302.0,-446.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
302,11,BGM,994.0,358.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
303,12,BGM,479.0,901.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
304,1,BGR,3919.0,2781.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
305,2,BGR,2903.0,2726.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
306,3,BGR,2947.0,2784.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
307,4,BGR,2561.0,1138.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
308,5,BGR,2801.0,1635.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
309,6,BGR,4438.0,3914.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
310,7,BGR,3175.0,3074.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
311,8,BGR,4657.0,4112.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
312,9,BGR,1308.0,-366.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
313,10,BGR,1161.0,-1089.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
314,11,BGR,1776.0,-183.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
315,12,BGR,3294.0,3420.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
316,1,BHM,17329.0,10520.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
317,2,BHM,22647.0,20298.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
318,3,BHM,26749.0,23214.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
319,4,BHM,15865.0,14255.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
320,5,BHM,14687.0,10734.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
321,6,BHM,29217.0,21330.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
322,7,BHM,23063.0,16767.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
323,8,BHM,14502.0,10765.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
324,9,BHM,5177.0,386.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
325,10,BHM,7533.0,758.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
326,11,BHM,6678.0,5828.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
327,12,BHM,29845.0,31260.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
328,1,BIL,1205.0,3883.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
329,2,BIL,532.0,3629.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
330,3,BIL,-94.0,2399.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
331,4,BIL,-548.0,-98.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
332,5,BIL,153.0,969.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
333,6,BIL,651.0,2046.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
334,7,BIL,714.0,1139.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
335,8,BIL,106.0,324.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
336,9,BIL,-901.0,-773.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
337,10,BIL,-599.0,-557.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
338,11,BIL,-1117.0,-921.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
339,12,BIL,3221.0,4584.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
340,1,BIS,525.0,795.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
341,2,BIS,1785.0,1506.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
342,3,BIS,803.0,1579.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
343,4,BIS,-71.0,-85.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
344,5,BIS,510.0,534.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
345,6,BIS,1038.0,1923.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
346,7,BIS,1283.0,654.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
347,8,BIS,-251.0,-590.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
348,9,BIS,-130.0,285.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
349,10,BIS,-232.0,-764.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
350,11,BIS,224.0,294.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
351,12,BIS,1941.0,2201.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
352,1,BLI,-87.0,-195.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
353,2,BLI,-262.0,-241.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
354,3,BLI,-145.0,158.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
355,4,BLI,-164.0,-380.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
356,1,BMI,5723.0,5820.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
357,2,BMI,9458.0,8566.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
358,3,BMI,6050.0,6307.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
359,4,BMI,2180.0,3231.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
360,5,BMI,1476.0,1652.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
361,6,BMI,4519.0,6424.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
362,7,BMI,6015.0,8379.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
363,8,BMI,2493.0,2860.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
364,9,BMI,2477.0,2883.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
365,10,BMI,1777.0,2286.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
366,11,BMI,3729.0,3732.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
367,12,BMI,7924.0,6719.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
368,1,BNA,45654.0,35167.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
369,2,BNA,66834.0,62616.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
370,3,BNA,73494.0,61924.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
371,4,BNA,41760.0,35092.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
372,5,BNA,46598.0,28857.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
373,6,BNA,70895.0,62125.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
374,7,BNA,57251.0,41715.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
375,8,BNA,37403.0,25798.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
376,9,BNA,12946.0,-4762.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
377,10,BNA,20405.0,856.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
378,11,BNA,23951.0,5118.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
379,12,BNA,78043.0,69729.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
380,1,BOI,21885.0,20148.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
381,2,BOI,15175.0,15608.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
382,3,BOI,10387.0,13424.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
383,4,BOI,4652.0,5691.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
384,5,BOI,5989.0,7576.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
385,6,BOI,12451.0,13901.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
386,7,BOI,10881.0,10327.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
387,8,BOI,7439.0,7471.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
388,9,BOI,1661.0,181.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
389,10,BOI,391.0,-3294.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
390,11,BOI,3002.0,241.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
391,12,BOI,22313.0,25930.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
392,1,BOS,61688.0,36813.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
393,2,BOS,96673.0,86332.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
394,3,BOS,101933.0,87275.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
395,4,BOS,77160.0,82177.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
396,5,BOS,59393.0,42460.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
397,6,BOS,145012.0,175716.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
398,7,BOS,156579.0,163691.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
399,8,BOS,150021.0,149240.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
400,9,BOS,40790.0,32869.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
401,10,BOS,19629.0,-12312.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
402,11,BOS,50429.0,64475.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
403,12,BOS,136174.0,128462.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
404,1,BPT,-204.0,156.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
405,2,BPT,335.0,352.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
406,3,BPT,103.0,300.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
407,4,BPT,-111.0,419.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
408,5,BPT,29.0,-25.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
409,6,BPT,-137.0,886.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
410,7,BPT,15.0,71.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
411,8,BPT,33.0,152.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
412,9,BPT,39.0,24.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
413,10,BPT,-12.0,-15.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
414,1,BQK,131.0,147.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
415,2,BQK,509.0,1078.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
416,3,BQK,798.0,1624.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
417,4,BQK,619.0,644.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
418,5,BQK,372.0,708.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
419,6,BQK,312.0,782.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
420,7,BQK,1183.0,1481.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
421,8,BQK,159.0,324.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
422,9,BQK,-28.0,191.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
423,10,BQK,451.0,569.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
424,11,BQK,432.0,351.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
425,12,BQK,724.0,1075.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
426,1,BQN,-59.0,789.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
427,2,BQN,1485.0,1993.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
428,3,BQN,769.0,2051.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
429,4,BQN,621.0,1589.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
430,5,BQN,0.0,1765.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
431,6,BQN,2464.0,3709.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
432,7,BQN,888.0,2361.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
433,8,BQN,788.0,1986.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
434,9,BQN,63.0,608.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
435,10,BQN,-100.0,159.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
436,11,BQN,10.0,522.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
437,12,BQN,1134.0,2209.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
438,1,BRO,1000.0,1118.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
439,2,BRO,974.0,2306.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
440,3,BRO,1361.0,1752.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
441,4,BRO,238.0,964.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
442,5,BRO,328.0,1744.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
443,6,BRO,752.0,1447.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
444,7,BRO,844.0,865.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
445,8,BRO,442.0,1382.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
446,9,BRO,-190.0,-397.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
447,10,BRO,-122.0,503.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
448,11,BRO,-371.0,-131.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
449,12,BRO,1534.0,2127.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
450,1,BRW,856.0,563.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
451,2,BRW,500.0,253.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
452,3,BRW,376.0,304.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
453,4,BRW,784.0,267.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
454,5,BRW,341.0,3.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
455,6,BRW,997.0,537.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
456,7,BRW,1288.0,1423.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
457,8,BRW,2020.0,1686.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
458,9,BRW,642.0,513.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
459,10,BRW,790.0,127.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
460,11,BRW,841.0,484.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
461,12,BRW,2177.0,1209.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
462,1,BTM,36.0,82.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
463,2,BTM,-288.0,-37.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
464,3,BTM,-150.0,-81.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
465,4,BTM,-279.0,-304.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
466,5,BTM,-329.0,-402.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
467,6,BTM,-117.0,-249.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
468,7,BTM,-309.0,-394.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
469,8,BTM,-441.0,-495.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
470,9,BTM,-276.0,-480.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
471,10,BTM,-122.0,-90.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
472,11,BTM,-199.0,-72.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
473,12,BTM,488.0,1181.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
474,1,BTR,8021.0,8065.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
475,2,BTR,8405.0,9067.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
476,3,BTR,14009.0,9802.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
477,4,BTR,7360.0,8346.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
478,5,BTR,10468.0,4372.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
479,6,BTR,8996.0,8723.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
480,7,BTR,9268.0,8504.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
481,8,BTR,9553.0,6037.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
482,9,BTR,1767.0,-630.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
483,10,BTR,4240.0,1019.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
484,11,BTR,5198.0,3708.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
485,12,BTR,11552.0,8645.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
486,1,BTV,6503.0,3573.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
487,2,BTV,9949.0,6857.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
488,3,BTV,10206.0,7659.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
489,4,BTV,4840.0,4310.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
490,5,BTV,6203.0,3654.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
491,6,BTV,7591.0,8342.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
492,7,BTV,7769.0,12877.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
493,8,BTV,10032.0,11483.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
494,9,BTV,2329.0,742.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
495,10,BTV,2970.0,-2037.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
