,Month,Origin,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
247,4,AZO,3391.0,2822.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
248,5,AZO,681.0,1311.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
249,6,AZO,4697.0,5019.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
250,7,AZO,836.0,2312.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
251,8,AZO,-1198.0,178.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
252,9,AZO,441.0,991.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
253,10,AZO,-956.0,84.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
254,11,AZO,-1066.0,115.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
255,12,AZO,3826.0,2790.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
256,1,BDL,17312.0,20107.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
257,2,BDL,36829.0,29404.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
258,3,BDL,24133.0,20919.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
259,4,BDL,14149.0,15492.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
260,5,BDL,9211.0,11026.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
261,6,BDL,31663.0,32785.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
262,7,BDL,17730.0,26692.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
263,8,BDL,12260.0,21145.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
264,9,BDL,-3487.0,4420.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
265,10,BDL,-7116.0,5391.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
266,11,BDL,-9546.0,5599.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
267,12,BDL,29105.0,26216.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
268,1,BET,635.0,840.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
269,2,BET,158.0,240.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
270,3,BET,784.0,945.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
271,4,BET,346.0,675.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
272,5,BET,-1.0,292.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
273,6,BET,9.0,349.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
274,7,BET,331.0,507.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
275,8,BET,449.0,660.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
276,9,BET,-159.0,-177.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
277,10,BET,890.0,904.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
278,11,BET,1316.0,1466.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
279,12,BET,1003.0,1213.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
280,1,BFL,5197.0,4201.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
281,2,BFL,1514.0,1121.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
282,3,BFL,-578.0,-198.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
283,4,BFL,-2254.0,-1636.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
284,5,BFL,-554.0,-211.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
285,6,BFL,772.0,1780.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
286,7,BFL,1022.0,1568.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
287,8,BFL,-932.0,-198.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
288,9,BFL,-360.0,146.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
289,10,BFL,-175.0,332.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
290,11,BFL,-956.0,-286.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
291,12,BFL,408.0,801.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
292,1,BGM,773.0,850.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
293,2,BGM,633.0,454.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
294,3,BGM,516.0,576.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
295,4,BGM,199.0,648.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
296,5,BGM,207.0,291.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
297,6,BGM,563.0,417.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
298,7,BGM,-7.0,80.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
299,8,BGM,-336.0,-126.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
300,9,BGM,-333.0,-175.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
301,10,BGM,-359.0,-302.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
302,11,BGM,739.0,994.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
303,12,BGM,672.0,479.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
304,1,BGR,3813.0,3919.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
305,2,BGR,4337.0,2903.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
306,3,BGR,4146.0,2947.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
307,4,BGR,1710.0,2561.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
308,5,BGR,1971.0,2801.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
309,6,BGR,4888.0,4438.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
310,7,BGR,3645.0,3175.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
311,8,BGR,3845.0,4657.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
312,9,BGR,-729.0,1308.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
313,10,BGR,-447.0,1161.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
314,11,BGR,2274.0,1776.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
315,12,BGR,5867.0,3294.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
316,1,BHM,19662.0,17329.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
317,2,BHM,22307.0,22647.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
318,3,BHM,24382.0,26749.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
319,4,BHM,16033.0,15865.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
320,5,BHM,14710.0,14687.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
321,6,BHM,27386.0,29217.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
322,7,BHM,19570.0,23063.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
323,8,BHM,8956.0,14502.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
324,9,BHM,340.0,5177.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
325,10,BHM,5464.0,7533.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
326,11,BHM,2320.0,6678.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
327,12,BHM,28397.0,29845.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
328,1,BIL,1644.0,1205.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
329,2,BIL,84.0,532.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
330,3,BIL,-170.0,-94.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
331,4,BIL,37.0,-548.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
332,5,BIL,50.0,153.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
333,6,BIL,51.0,651.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
334,7,BIL,-826.0,714.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
335,8,BIL,-873.0,106.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
336,9,BIL,-1020.0,-901.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
337,10,BIL,-619.0,-599.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
338,11,BIL,-1579.0,-1117.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
339,12,BIL,3474.0,3221.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
340,1,BIS,349.0,525.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
341,2,BIS,1807.0,1785.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
342,3,BIS,683.0,803.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
343,4,BIS,-6.0,-71.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
344,5,BIS,717.0,510.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
345,6,BIS,1160.0,1038.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
346,7,BIS,1096.0,1283.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
347,8,BIS,-133.0,-251.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
348,9,BIS,-495.0,-130.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
349,10,BIS,-558.0,-232.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
350,11,BIS,-174.0,224.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
351,12,BIS,2753.0,1941.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
352,1,BLI,-200.0,-87.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
353,2,BLI,-475.0,-262.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
354,3,BLI,-304.0,-145.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
355,4,BLI,-454.0,-164.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
356,1,BMI,6798.0,5723.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
357,2,BMI,9921.0,9458.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
358,3,BMI,5789.0,6050.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
359,4,BMI,2412.0,2180.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
360,5,BMI,548.0,1476.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
361,6,BMI,3501.0,4519.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
362,7,BMI,5269.0,6015.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
363,8,BMI,505.0,2493.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
364,9,BMI,3187.0,2477.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
365,10,BMI,1638.0,1777.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
366,11,BMI,3782.0,3729.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
367,12,BMI,9041.0,7924.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
368,1,BNA,33385.0,45654.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
369,2,BNA,55196.0,66834.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
370,3,BNA,63709.0,73494.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
371,4,BNA,32842.0,41760.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
372,5,BNA,41236.0,46598.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
373,6,BNA,67806.0,70895.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
374,7,BNA,43857.0,57251.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
375,8,BNA,23057.0,37403.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
376,9,BNA,-4436.0,12946.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
377,10,BNA,316.0,20405.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
378,11,BNA,2209.0,23951.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
379,12,BNA,71785.0,78043.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
380,1,BOI,24380.0,21885.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
381,2,BOI,12763.0,15175.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
382,3,BOI,6949.0,10387.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
383,4,BOI,917.0,4652.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
384,5,BOI,1509.0,5989.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
385,6,BOI,7587.0,12451.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
386,7,BOI,5758.0,10881.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
387,8,BOI,3118.0,7439.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
388,9,BOI,-2959.0,1661.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
389,10,BOI,-5352.0,391.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
390,11,BOI,-1983.0,3002.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
391,12,BOI,21125.0,22313.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
392,1,BOS,54546.0,61688.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
393,2,BOS,134038.0,96673.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
394,3,BOS,112215.0,101933.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
395,4,BOS,72353.0,77160.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
396,5,BOS,76139.0,59393.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
397,6,BOS,166667.0,145012.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
398,7,BOS,158188.0,156579.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
399,8,BOS,121278.0,150021.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
400,9,BOS,4898.0,40790.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
401,10,BOS,-18294.0,19629.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
402,11,BOS,1723.0,50429.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
403,12,BOS,165269.0,136174.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
404,1,BPT,-280.0,-204.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
405,2,BPT,228.0,335.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
406,3,BPT,39.0,103.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
407,4,BPT,-174.0,-111.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
408,5,BPT,46.0,29.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
409,6,BPT,-253.0,-137.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
410,7,BPT,-75.0,15.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
411,8,BPT,-119.0,33.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
412,9,BPT,-20.0,39.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
413,10,BPT,-28.0,-12.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
414,1,BQK,-7.0,131.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
415,2,BQK,439.0,509.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
416,3,BQK,952.0,798.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
417,4,BQK,670.0,619.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
418,5,BQK,486.0,372.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
419,6,BQK,173.0,312.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
420,7,BQK,1321.0,1183.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
421,8,BQK,139.0,159.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
422,9,BQK,-123.0,-28.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
423,10,BQK,524.0,451.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
424,11,BQK,370.0,432.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
425,12,BQK,790.0,724.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
426,1,BQN,-667.0,-59.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
427,2,BQN,918.0,1485.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
428,3,BQN,-11.0,769.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
429,4,BQN,-427.0,621.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
430,5,BQN,657.0,0.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
431,6,BQN,2092.0,2464.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
432,7,BQN,146.0,888.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
433,8,BQN,615.0,788.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
434,9,BQN,-286.0,63.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
435,10,BQN,-143.0,-100.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
436,11,BQN,-128.0,10.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
437,12,BQN,648.0,1134.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
438,1,BRO,1144.0,1000.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
439,2,BRO,962.0,974.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
440,3,BRO,1676.0,1361.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
441,4,BRO,359.0,238.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
442,5,BRO,415.0,328.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
443,6,BRO,967.0,752.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
444,7,BRO,846.0,844.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
445,8,BRO,585.0,442.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
446,9,BRO,-481.0,-190.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
447,10,BRO,-227.0,-122.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
448,11,BRO,-423.0,-371.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
449,12,BRO,1554.0,1534.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
450,1,BRW,285.0,856.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
451,2,BRW,93.0,500.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
452,3,BRW,73.0,376.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
453,4,BRW,388.0,784.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
454,5,BRW,188.0,341.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
455,6,BRW,847.0,997.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
456,7,BRW,1032.0,1288.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
457,8,BRW,1904.0,2020.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
458,9,BRW,558.0,642.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
459,10,BRW,737.0,790.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
460,11,BRW,709.0,841.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
461,12,BRW,2042.0,2177.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
462,1,BTM,280.0,36.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
463,2,BTM,-123.0,-288.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
464,3,BTM,-62.0,-150.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
465,4,BTM,-336.0,-279.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
466,5,BTM,-451.0,-329.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
467,6,BTM,-380.0,-117.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
468,7,BTM,-687.0,-309.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
469,8,BTM,-596.0,-441.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
470,9,BTM,-327.0,-276.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
471,10,BTM,75.0,-122.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
472,11,BTM,61.0,-199.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
473,12,BTM,764.0,488.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
474,1,BTR,8392.0,8021.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
475,2,BTR,8162.0,8405.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
476,3,BTR,14204.0,14009.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
477,4,BTR,8660.0,7360.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
478,5,BTR,12442.0,10468.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
479,6,BTR,11242.0,8996.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
480,7,BTR,10890.0,9268.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
481,8,BTR,10914.0,9553.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
482,9,BTR,159.0,1767.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
483,10,BTR,4296.0,4240.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
484,11,BTR,6083.0,5198.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
485,12,BTR,13847.0,11552.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
486,1,BTV,7884.0,6503.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
487,2,BTV,12998.0,9949.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
488,3,BTV,12729.0,10206.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
489,4,BTV,4588.0,4840.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
490,5,BTV,5751.0,6203.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
491,6,BTV,8057.0,7591.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
492,7,BTV,8217.0,7769.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
493,8,BTV,9265.0,10032.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
494,9,BTV,1870.0,2329.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
