,Month,Dest,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
247,4,AZO,2378.0,3555.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
248,5,AZO,-80.0,931.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
249,6,AZO,5877.0,5826.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
250,7,AZO,1861.0,2874.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
251,8,AZO,-375.0,807.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
252,9,AZO,443.0,1254.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
253,10,AZO,-679.0,334.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
254,11,AZO,-168.0,493.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
255,12,AZO,5066.0,3958.0,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
256,1,BDL,22827.0,29704.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
257,2,BDL,28138.0,36433.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
258,3,BDL,24026.0,32768.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
259,4,BDL,17039.0,23101.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
260,5,BDL,7381.0,17146.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
261,6,BDL,41409.0,43463.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
262,7,BDL,30075.0,35238.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
263,8,BDL,20853.0,26754.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
264,9,BDL,3580.0,8315.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
265,10,BDL,-158.0,9073.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
266,11,BDL,2248.0,8524.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
267,12,BDL,25105.0,32114.0,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
268,1,BET,657.0,214.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
269,2,BET,-191.0,-74.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
270,3,BET,744.0,902.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
271,4,BET,590.0,502.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
272,5,BET,44.0,52.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
273,6,BET,275.0,516.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
274,7,BET,367.0,393.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
275,8,BET,424.0,588.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
276,9,BET,-228.0,191.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
277,10,BET,516.0,591.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
278,11,BET,838.0,1004.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
279,12,BET,971.0,1099.0,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
280,1,BFL,6440.0,6025.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
281,2,BFL,3193.0,2990.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
282,3,BFL,1341.0,1882.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
283,4,BFL,424.0,933.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
284,5,BFL,2249.0,2854.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
285,6,BFL,3635.0,4068.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
286,7,BFL,2580.0,3643.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
287,8,BFL,784.0,1557.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
288,9,BFL,1024.0,1648.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
289,10,BFL,850.0,1209.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
290,11,BFL,697.0,1074.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
291,12,BFL,2889.0,2906.0,BFL,Meadows ,Bakersfield,CA,USA,35.43359806,-119.0567681
292,1,BGM,1013.0,1202.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
293,2,BGM,1071.0,911.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
294,3,BGM,662.0,721.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
295,4,BGM,341.0,527.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
296,5,BGM,-157.0,81.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
297,6,BGM,362.0,594.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
298,7,BGM,-60.0,105.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
299,8,BGM,-295.0,25.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
300,9,BGM,-481.0,-70.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
301,10,BGM,-446.0,-70.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
302,11,BGM,358.0,321.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
303,12,BGM,901.0,761.0,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
304,1,BGR,2781.0,3180.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
305,2,BGR,2726.0,2759.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
306,3,BGR,2784.0,3486.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
307,4,BGR,1138.0,2116.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
308,5,BGR,1635.0,2067.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
309,6,BGR,3914.0,4769.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
310,7,BGR,3074.0,4427.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
311,8,BGR,4112.0,5583.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
312,9,BGR,-366.0,1250.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
313,10,BGR,-1089.0,404.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
314,11,BGR,-183.0,909.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
315,12,BGR,3420.0,3421.0,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
316,1,BHM,10520.0,19815.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
317,2,BHM,20298.0,25949.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
318,3,BHM,23214.0,28848.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
319,4,BHM,14255.0,20658.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
320,5,BHM,10734.0,18502.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
321,6,BHM,21330.0,28867.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
322,7,BHM,16767.0,26152.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
323,8,BHM,10765.0,20644.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
324,9,BHM,386.0,9468.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
325,10,BHM,758.0,9910.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
326,11,BHM,5828.0,10875.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
327,12,BHM,31260.0,32477.0,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
328,1,BIL,3883.0,3168.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
329,2,BIL,3629.0,2817.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
330,3,BIL,2399.0,2199.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
331,4,BIL,-98.0,499.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
332,5,BIL,969.0,1233.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
333,6,BIL,2046.0,3083.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
334,7,BIL,1139.0,2425.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
335,8,BIL,324.0,2137.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
336,9,BIL,-773.0,109.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
337,10,BIL,-557.0,-282.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
338,11,BIL,-921.0,-360.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
339,12,BIL,4584.0,4111.0,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
340,1,BIS,795.0,1380.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
341,2,BIS,1506.0,1526.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
342,3,BIS,1579.0,2052.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
343,4,BIS,-85.0,355.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
344,5,BIS,534.0,669.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
345,6,BIS,1923.0,2396.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
346,7,BIS,654.0,1227.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
347,8,BIS,-590.0,296.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
348,9,BIS,285.0,530.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
349,10,BIS,-764.0,-377.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
350,11,BIS,294.0,214.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
351,12,BIS,2201.0,2007.0,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
352,1,BLI,-195.0,52.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
353,2,BLI,-241.0,-100.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
354,3,BLI,158.0,-10.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
355,4,BLI,-380.0,-121.0,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
356,1,BMI,5820.0,6968.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
357,2,BMI,8566.0,8788.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
358,3,BMI,6307.0,8126.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
359,4,BMI,3231.0,4361.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
360,5,BMI,1652.0,2594.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
361,6,BMI,6424.0,6673.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
362,7,BMI,8379.0,8307.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
363,8,BMI,2860.0,4444.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
364,9,BMI,2883.0,3636.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
365,10,BMI,2286.0,2879.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
366,11,BMI,3732.0,3053.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
367,12,BMI,6719.0,6001.0,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
368,1,BNA,35167.0,56687.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
369,2,BNA,62616.0,71997.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
370,3,BNA,61924.0,70464.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
371,4,BNA,35092.0,45327.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
372,5,BNA,28857.0,42567.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
373,6,BNA,62125.0,70556.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
374,7,BNA,41715.0,56338.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
375,8,BNA,25798.0,43683.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
376,9,BNA,-4762.0,15794.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
377,10,BNA,856.0,19987.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
378,11,BNA,5118.0,22592.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
379,12,BNA,69729.0,78991.0,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
380,1,BOI,20148.0,20318.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
381,2,BOI,15608.0,17198.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
382,3,BOI,13424.0,14365.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
383,4,BOI,5691.0,7590.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
384,5,BOI,7576.0,10473.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
385,6,BOI,13901.0,16364.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
386,7,BOI,10327.0,13591.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
387,8,BOI,7471.0,11643.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
388,9,BOI,181.0,3790.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
389,10,BOI,-3294.0,1805.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
390,11,BOI,241.0,5908.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
391,12,BOI,25930.0,26938.0,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
392,1,BOS,36813.0,79471.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
393,2,BOS,86332.0,108004.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
394,3,BOS,87275.0,121541.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
395,4,BOS,82177.0,102015.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
396,5,BOS,42460.0,85489.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
397,6,BOS,175716.0,177340.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
398,7,BOS,163691.0,172662.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
399,8,BOS,149240.0,150246.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
400,9,BOS,32869.0,44716.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
401,10,BOS,-12312.0,27480.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
402,11,BOS,64475.0,71795.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
403,12,BOS,128462.0,140477.0,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
404,1,BPT,156.0,207.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
405,2,BPT,352.0,353.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
406,3,BPT,300.0,343.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
407,4,BPT,419.0,450.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
408,5,BPT,-25.0,-45.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
409,6,BPT,886.0,851.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
410,7,BPT,71.0,59.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
411,8,BPT,152.0,152.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
412,9,BPT,24.0,17.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
413,10,BPT,-15.0,-12.0,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
414,1,BQK,147.0,418.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
415,2,BQK,1078.0,1142.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
416,3,BQK,1624.0,1566.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
417,4,BQK,644.0,449.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
418,5,BQK,708.0,466.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
419,6,BQK,782.0,864.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
420,7,BQK,1481.0,1300.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
421,8,BQK,324.0,402.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
422,9,BQK,191.0,-41.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
423,10,BQK,569.0,86.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
424,11,BQK,351.0,141.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
425,12,BQK,1075.0,1156.0,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
426,1,BQN,789.0,928.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
427,2,BQN,1993.0,2327.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
428,3,BQN,2051.0,2663.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
429,4,BQN,1589.0,1885.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
430,5,BQN,1765.0,2510.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
431,6,BQN,3709.0,3463.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
432,7,BQN,2361.0,2807.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
433,8,BQN,1986.0,2200.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
434,9,BQN,608.0,501.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
435,10,BQN,159.0,400.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
436,11,BQN,522.0,861.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
437,12,BQN,2209.0,2659.0,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
438,1,BRO,1118.0,972.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
439,2,BRO,2306.0,2096.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
440,3,BRO,1752.0,1490.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
441,4,BRO,964.0,985.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
442,5,BRO,1744.0,1753.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
443,6,BRO,1447.0,1737.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
444,7,BRO,865.0,1109.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
445,8,BRO,1382.0,1432.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
446,9,BRO,-397.0,-127.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
447,10,BRO,503.0,386.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
448,11,BRO,-131.0,17.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
449,12,BRO,2127.0,2089.0,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
450,1,BRW,563.0,662.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
451,2,BRW,253.0,438.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
452,3,BRW,304.0,515.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
453,4,BRW,267.0,530.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
454,5,BRW,3.0,150.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
455,6,BRW,537.0,790.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
456,7,BRW,1423.0,1448.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
457,8,BRW,1686.0,2040.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
458,9,BRW,513.0,548.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
459,10,BRW,127.0,238.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
460,11,BRW,484.0,672.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
461,12,BRW,1209.0,1220.0,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019
462,1,BTM,82.0,211.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
463,2,BTM,-37.0,-7.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
464,3,BTM,-81.0,31.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
465,4,BTM,-304.0,-20.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
466,5,BTM,-402.0,-108.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
467,6,BTM,-249.0,-71.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
468,7,BTM,-394.0,26.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
469,8,BTM,-495.0,-79.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
470,9,BTM,-480.0,-186.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
471,10,BTM,-90.0,-156.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
472,11,BTM,-72.0,-152.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
473,12,BTM,1181.0,897.0,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
474,1,BTR,8065.0,8380.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
475,2,BTR,9067.0,10223.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
476,3,BTR,9802.0,10950.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
477,4,BTR,8346.0,8306.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
478,5,BTR,4372.0,4563.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
479,6,BTR,8723.0,9382.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
480,7,BTR,8504.0,9487.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
481,8,BTR,6037.0,7043.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
482,9,BTR,-630.0,972.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
483,10,BTR,1019.0,2950.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
484,11,BTR,3708.0,3977.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
485,12,BTR,8645.0,7741.0,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
486,1,BTV,3573.0,7044.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
487,2,BTV,6857.0,9059.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
488,3,BTV,7659.0,9840.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
489,4,BTV,4310.0,6008.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
490,5,BTV,3654.0,5467.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
491,6,BTV,8342.0,8338.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
492,7,BTV,12877.0,13680.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
493,8,BTV,11483.0,11772.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
494,9,BTV,742.0,2802.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
495,10,BTV,-2037.0,991.0,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
